TweetDate,TweetText
"2020-06-18 11:55:27+00:00","Another user wrote, "I don't believe that dUCk deliberately pulled the silk tie thing as a marketing stunt. They completely overlooked it. As a Muslim-owned brand, this is absolutely shocking. Vivy really needs to overhaul her product planning and marketing team." 
"2020-06-18 11:55:06+00:00","Vivy did it again. dUCk, a Muslim-owned brand, produced ties (for men) made of 100% silk material. Muslim men are not allowed to wear silk or gold. Assuming their general target audience is the Muslim community, this is a massive oversight," one netizen commented." 
"2020-06-18 11:47:02+00:00","Beli duck vietnam je k. Jangan support duck vivy dah " 
"2020-06-18 10:25:53+00:00","#AWATNINews [FESYEN] ‘Gilalah benda basic kot lelaki tak boleh pakai sutera. Itu pun tak alert’ Tarik semula jualan tali leher sutera kolaborasi eksklusif dUCk bersama Marvel sempena Hari Bapa, netizen dakwa Vivy Yusof ‘disabotaj orang dalam’. " 
"2020-06-18 09:39:02+00:00","Macam mana la team duck buat kerja eh? Like seriously tak tahu ke sutera tu haram untuk lelaki? Nak kesian kat vivy sebab team die make a really silly mistake. Tapi yang bos like fadza pun takkan tak tahu..? Peliknya" 
"2020-06-18 08:36:13+00:00","Berapa kali nak cancel si vivy &amp; duck ni? Tak penat ke asyik kena kecam? " 
"2020-06-18 08:19:24+00:00","as usual bukak ig duck and vivy just to read all the comments pasal tie suteraaaass" 
"2020-06-18 08:08:27+00:00","Buruknye la design tie duck vivy yusof. Mahal nk mampos. Design cenggitu je" 
"2020-06-18 08:06:34+00:00","Vivy and duck with the infinity stupidity " 
"2020-06-18 07:42:12+00:00","I don’t believe that Duck deliberately pulled the silk tie thing as a marketing stunt. They completely overlooked it. As a muslim owned brand, this is absolutely shocking. Vivy really needs to overhaul her product planning and marketing team." 
"2020-06-18 07:37:07+00:00","I fucking hate duck and vivy with all my heart. To those women who wear their shit, just know that your 500+ ringgit tudungs are atrocious." 
"2020-06-18 07:19:38+00:00","Vivy always use "what her family said,teach" n etc for the duck Instagram caption huh? Why eh why?" 
"2020-06-18 06:53:43+00:00","Aku ingat vivy duck nanti hahaha " 
"2020-06-18 06:24:41+00:00","When FV/dUCk screwed up, the first person people will mention is Vivy. Sometimes I feel sorry for her. When you are your brand, especially as synonymous as Vivy with her brands, all the more you should hire the right people. People who will make you and your business look good." 
"2020-06-18 06:13:44+00:00","Everytime i see "duck" is trending again in twitter, i was like.. what vivy do this time huh. Is she boring or what?" 
"2020-06-18 06:08:38+00:00","Adakah lps ni semua student uitm akan dapat tudung duck? Memandang kan vivy one of uitm BOD " 
"2020-07-25 08:16:00+00:00","Kami gembira kerana Calmer® menolong beberapa orang menghidap tinnitus mereka. https://www.flareaudio.com/pages/calmer-life" 
"2020-06-18 05:31:13+00:00","Vivy did it again. dUck, a Muslim-owned brand, produced ties (for men) made of 100% silk material. Muslim men are not allowed to wear silk or gold. Assuming their general target audience is the Muslim community, this is a massive oversight. " 
"2020-06-18 05:30:34+00:00","Hai la duck. Takkan company beso x buat research. Boo vivy " 
"2020-06-18 05:21:01+00:00","dUck ni kan tak habis habis cari pasal. muncul lak kes baru hadeh vivy ngan team dia ni tak penat ke kena kecam" 
"2020-06-18 05:14:46+00:00","Penat laa rasa jadi vivy ni apa duck ni tak reti stop dari kontroversi ke " 
"2020-06-18 04:39:30+00:00","Saya busy kerja tak sempat tengok update duck vivy marvel. Tak boleh nak komen lagi." 
"2020-06-18 04:37:21+00:00","Vivy n dUCk ni setiap kali launch collection baru akan disudahi dengan minta maaf " 
"2020-06-18 04:35:26+00:00","Kaaannn.vivy and duck masih x paham lagi konsep.." 
"2020-06-18 04:25:43+00:00","Bila dUck jugak barang sutera, org tak marah team dia, orang marah vivy. Kenapa? Sebab dia yg akan approved whatever design &amp; material. Takkan lah dia tak amek tau langsung kan? Kesian, benda basic tu pun tak tahu." 
"2020-06-18 03:13:45+00:00","Bodo la duck ni, takkan la semua designer tu tak tahu pasal silk ni. Vivy?? " 
"2020-06-18 03:01:55+00:00","Duck vivy ni tiap kali ada design baru, ada je la issue nya " 
"2020-06-18 02:01:02+00:00","Haha duck trend lagi. Aigoo harap vivy bertabah" 
"2020-06-18 01:56:37+00:00","Siapa beli tie duck sampai 300 untuk bapak dia memang bodoh la aku cakap. Harga tu sumpah boleh dapat banyak lagi tie yang lebih baik kot. Tak faham aku vivy ni " 
"2020-06-17 17:23:18+00:00","So dalam group tele duck. Tengah membincangkan isu hangat pasal Vivy tak aware yg Tie Marvell tu satin silk, which is lelaki islam HARAM MEMAKAI SUTERA!" 
"2020-06-17 17:01:33+00:00","Duck dah take down all the tie from their website. Amende Vivy ni tak aware lelaki islam tak boleh pakai sutera every month nak jadi bodoh ke mende. " 
"2020-06-17 16:52:09+00:00","duck vivy yusof tu ke hahaha" 
"2020-06-17 16:47:09+00:00","UiTM di hati Vivy Duck " 
"2020-06-17 16:08:03+00:00","@syeraaborhan hates dUck she bought one when it was on discount and only wear it once but when the vivy controversy happened she swore in her soul she’ll never buy dUck " 
"2020-06-17 13:35:14+00:00","Design tudung duck marvel ni macam design tudung uitm aku rasa. Takpe lah vivy pun lembaga pengarah gak" 
"2020-06-17 11:57:54+00:00","Maybe vivy nak sponsor tudung duck marvel kat student uitm utk mds sekali kot.." 
"2020-06-17 07:11:03+00:00","kalau tgk vivy pakai takdelah bold sgt warna die tp tgk menu duck mcm terang pulak." 
"2020-07-25 08:16:00+00:00","Kami gembira kerana Calmer® menolong beberapa orang menghidap tinnitus mereka. https://www.flareaudio.com/pages/calmer-life" 
"2020-06-17 01:30:54+00:00","Aku Ingt jenama duck vivy tu " 
"2020-06-16 13:18:10+00:00","Jantan ni dia tak pernah beli duck pun tapi dia yang lebih2 spread kebencian kat Vivy kenapa eh? Orang lain pun ada yg tak suka jugak. Tapi takdalah over macam dia. Euw" 
"2020-06-16 13:08:34+00:00","Vivi tu siapaaa nyahh??? aque kenal vivy yusof jew yg duck tu HAHAHHAHAHAA" 
"2020-06-16 12:03:05+00:00","Kaler purple ni kaler Thanos. Penjahat ni duck duck vivy ni" 
"2020-06-16 12:01:48+00:00","how is buying from duck not equivalent to supporting vivy? duit kau beli duck tu kau rasa pergi pocket sape " 
"2020-06-16 10:45:28+00:00","duck collaborate with Marvel. so what? korang dah lupa ke apa yang vivy dh buat sebelum ni? don't be stupid, idiots. stop spending money on that brand. there are so many brands more outside " 
"2020-06-16 10:33:59+00:00","1.Apak saya tak pakai tudung 2.Vivy block saya. Saya tak nak support duck. Ew " 
"2020-06-16 09:58:35+00:00","Vivy buat collab dgn Marvel utk tudung Duck dia sempena Fathers Day. Ayah dia pakai tudung ke?" 
"2020-06-16 07:55:31+00:00","Dgn ini siapa tweet tudung vivy yg ade corak marvel ni sampai ade kat timeline aku, aku doaakan korang seminggu tak lalu makan tapi berat naikk. saya dahlah fans marvel tpi uhuk no idw buy her duck. " 
"2020-06-16 05:09:33+00:00","Duck X marvel opportunist betul si vivy ni yek asal buat duit lah" 
"2020-06-16 03:20:14+00:00","No hate guys, I know dUCk Group and Vivy can be contreversional, but to be able to collab with international brands/names like Marvel, Disney, Barbie etc. is kinda amazing. Money is one thing, but it also shows the importance of having good networking and realiable BD team." 
"2020-06-14 11:56:25+00:00","i mean like how vivy styles her duck scarves hah camtu la" 
"2020-06-14 11:55:35+00:00","first attempt wearing vivy yusof duck style was a HIT " 
"2020-06-13 06:40:36+00:00","Vivy right now. New duck “2020 tragedies” print. #takdewatermark https://twitter.com/muazdin/status/1267788445365104641" 
"2020-06-12 15:02:55+00:00","Taktahulah dia ada buat ke tak. Beratus-ratus kotak dUCk. Untung Vivy ada customer camni haha" 
"2020-06-08 02:55:35+00:00","Aku kutuk brand vivy tapi esok nya dia pergi shopping dekat Duck. Hahahahahaha. Kau memang lemah la waqi." 
"2020-06-07 13:06:48+00:00","Kan? Mcm vivy ada ke dia bangga bawak beg duck dia? Takkk mesti nak usung gucci prada lv lol" 
"2020-06-07 05:26:26+00:00","tau takut... dasar vivy duck" 
"2020-06-07 03:49:17+00:00","Selepas beberapa minggu, tiba-tiba views video ini mencanak naik. Saya pelik. Apa yang terjadi? Rupanya, ketika itu Vivy Yusof (owner dUCk) dikecam netizen. Tak sangka video saya terpalit sama. Selepas beberapa minggu, ada isu lain pula terjadi dan views pun naik lagi! " 
"2020-06-06 07:26:42+00:00","The way they handle this issue is no differ to the way vivy yusoff handle duck's plagiarism issue." 
"2020-07-25 08:16:00+00:00","Kami gembira kerana Calmer® menolong beberapa orang menghidap tinnitus mereka. https://www.flareaudio.com/pages/calmer-life" 
"2020-06-03 04:27:27+00:00","And paling best Cuckoo launch model baru. THE BIGGEST HOT TANK EVERRRR Tapi nama dia macam Vivy Duck. Meet VIVID. RM85 je sebulan " 
"2020-06-02 13:49:28+00:00","Tak de. Tp ada kawan ni duk perli2, aku puji telekung Duck nampak clean &amp; simple dia pun kata “kau kata tak suka duck”. Aku reply lar aku tak berkenan dgn Vivy, certain produk &amp; price je. Pastu pjg lar dia tarbiah psl tudung2 D. " 
"2020-06-01 11:58:26+00:00","My father is Malay. My mother is Vivy. I am dUCk." 
"2020-05-30 22:30:20+00:00","Duck Vivy yusof?" 
"2020-05-30 08:00:59+00:00","aku follow aishaliyana and kes vivy yusof tu dia tak pernah pun address kat social platforms dia. mana taknya dia one of people in duck pr list" 
"2020-05-30 04:44:55+00:00","why nak jual duck yang dah beli dan dibayar dah pun sebab nak boikot. vivy got the profit already dah pun from the purchase just stop buying new ones lah kan...idk" 
"2020-05-29 11:49:35+00:00","cust in her database. I know duck way before I know vivy." 
"2020-05-29 08:28:57+00:00","Tak baik keji Vivy. Padahal farah baru dpt dUCk cosmetics. Eh" 
"2020-05-29 01:41:40+00:00","Moga2 Vivy Yusuf duCk x copy paste.. Kekeke.. " 
"2020-05-27 11:38:12+00:00","Semalam genap setahun usahawan fesyen terkenal yang juga pengasas Duck Scarves , Datin Vivy Yusof dilantik sebagai ahli lembaga pengarah Universiti Teknologi Mara (UiTM) . Meskipun pelantikannya dari awal lagi tidak dipersetujui ramai pihak namun Vivy m… https://instagr.am/p/CAsDiB4pAl5/" 
"2020-05-27 07:35:03+00:00","The artist that was recently sent a "cease and desist" email from Vivy Yusof's legal team, Izat Arif, has spoken to Likely about why he shared the screenshot of the email from the FashionValet &amp; dUCk group founder's legal representative. [A Thread]" 
"2020-05-24 07:00:22+00:00","Vivyduck" 
"2020-05-23 12:15:36+00:00","I think isu dia kat sini just the image. Sbb dia ambik from duck insta without permission. Even if you edit pun, if still boleh trace original image, still considered as plagiarise cause the image is solely created and owned by vivy and her team." 
"2020-05-22 10:45:56+00:00","Duck scarve punya user tegar ni dia punya minat tu sama macam BTS army. Ye tau kau minat tapi setiap masa dok update elok kau jd anak angkat vivy je." 
"2020-05-22 06:19:37+00:00","Paling tak boleh bla ada Vivy dUCk. Dia hero apa??? " 
"2020-05-22 06:06:43+00:00","Who died and made The Rich the decider of what is art and what is not? Kenapa kerja seni disekat-sekat hanya kerana si Kaya Bangsat tak senang hati? Fuck Vivy Yusof. Fuck dUck. Fuck all who agree with her. #BebaskanSeni #SeniItuBebas" 
"2020-05-21 09:31:01+00:00","Boleh tengok story Vivy Yusoff bodoh-bodoh yang still beli produk Duck mana tau ada sedara mara korang ke " 
"2020-05-21 08:53:34+00:00","bodoh aku ingat vivy duck tadi " 
"2020-05-21 07:58:59+00:00","Parody art often being made with mindful thoughts of the consequences. Utk kes sebelum ni, different. Dorang pun x boleh buktikan vivy tiru diorang. Thus the claim duck oppressing small businesses. This is different bro. Tu rip off gambar dia dari instagram." 
"2020-05-21 07:28:35+00:00","now you tell me which part of dUck and vivy is good? i see NONE" 
"2020-07-25 08:16:00+00:00","Kami gembira kerana Calmer® menolong beberapa orang menghidap tinnitus mereka. https://www.flareaudio.com/pages/calmer-life" 
"2020-05-21 01:27:06+00:00","Rather die than consider Vivy Yusof a good character for Malaysia. She bullied another Malaysian to quit asking for her removal from @uitmofficial! dUCK doesn't even make sense for most Malaysian Muslim, neither was that RM 80 stapler proven dirt cheap from Chinese manufacturers" 
"2020-05-21 00:40:08+00:00","Anyone supporting fv and duck and vivy especially from now on is legit an idiot. Pea size brain no doubt. " 
"2020-05-20 18:50:17+00:00","mentang mentang i suka duck takkan nama vivy gak " 
"2020-05-20 13:17:13+00:00","Ingat lagi ramai perli dekat status whatsapp pasal pakai duck masa vivy buat hal aritu. I mean have yall tried the their chiffon crepe and frappe collection? plus influencer punya discount code banyak untuk beli murah astu duit kita lagipon tak minta duit awak pon" 
"2020-05-18 11:46:40+00:00","pastu today we got duck scarves from vivy huhu rezeki" 
"2020-05-18 11:13:33+00:00","all i see is vIvY yUsOf UnBoxiNg FaKe DuCkS " 
"2020-05-18 06:46:38+00:00","Beli bag/kasut Christy Ng ≠ suka Christy Ng Beli dUck ≠ suka Vivy Yusoff" 
"2020-05-17 16:16:23+00:00","ada niat nak beli duck.. tapi...... malas ahhhhh.. dh broken psl vivy hahaah" 
"2020-05-17 15:50:51+00:00","Plot Twist : Vivy Yusof akan buat cilok idea ni &amp; rebranding tudung dia. Syed Saddiq &amp; Radzi Jidin akan dijadikan model. Lame Duck scarves by FV Hide yo wife's wallet." 
"2020-05-17 14:29:54+00:00","Ramai dok support beli Duck Vietnam lepas kes copyright. And I’m still here, check the ori version and fake one. Wonder how they can re-produce the same exact design and quality. I definitely noobies. But I’m just mad with Vivy’s statement." 
"2020-05-17 11:05:13+00:00","Lame duck PM ni jenama tudung baru Vivy ke ?" 
"2020-05-17 06:24:07+00:00","aku kalau jadi vivy, ambil advantage with this new development. launch new tudung line named. lame dUck" 
"2020-05-16 15:25:27+00:00","sapot vivy ke asyik duck duck duck je" 
"2020-05-16 14:43:13+00:00","oklah dah ada 3 brand yg aku tak pernah beli, dah maybe takkan pernah nak support la kot. duck/vivy leeyanarahman anas cosmetics etc anas related oh maybe christy ng juga. sb pnh dgr bad shit about her company too." 
"2020-05-16 10:32:23+00:00","tapi i want to emphasize, I tak penah pun beli Duck sebab entah i tak suka Vivy Yusof even tudung dia cantik cemana pun compare naelofar with duck, i’d rather support neelofa kikikiki. #donebitter" 
"2020-05-16 06:28:23+00:00","Haha tak tau secara specific tapi pattern dia lain. Macam Duck dia buat fashion valet dulu. Lepas tu personal branding Vivy. Lepas dua ni meletup baru dia boost Duck. Tu based on my observation. Without any specific research being done." 
"2020-05-15 04:55:50+00:00","Kalau vivy nampak..Dia keluarkan tudung baru..dUCK x frozen (Esah collection) kalau yg biasa elsa,dah melayu esah la " 
"2020-05-15 04:15:22+00:00","Yoo hide this tweet befo vivy yisoff sees this and comes up with another ‘ORIGINAL’ design for duck." 
"2020-05-14 23:34:43+00:00","Sape kate duck lemang tu sold out in just 30mins? sampai pagi ni ada aje. apps sis yang sewel ke atau vivy buat marketing gimmick? " 
"2020-05-14 20:33:38+00:00","Lepas ni boikot semua produk dari diorang. Tapi tulah rakyat msia ni jenis lupa. Macam acah nak boikot vivy. Last last solf out juga tudung duck ducky dia tu " 
"2020-07-25 08:16:00+00:00","Kami gembira kerana Calmer® menolong beberapa orang menghidap tinnitus mereka. https://www.flareaudio.com/pages/calmer-life" 
"2020-05-14 13:32:41+00:00","Duck tak bersalah, yg salah vivy" 
"2020-05-14 11:23:00+00:00","Duck LE selalu rm300 dah jadi rm200 je gais,murah hati vivy tahun ni kah" 
"2020-05-14 10:29:25+00:00","“Terbaru Vivy juga mengumumkan beliau sedang dalam proses membeli hak cipta pemakaian tudung di luar rumah untuk mengehadkannya kepada para pembeli barangan dUCk sahaja.” " 
"2020-05-13 16:08:21+00:00","tudung duck lemang harga 200? really vivy??? terkejut sis. takde lagi dah harga 500???" 
"2020-05-13 14:56:56+00:00","Vivy dengar ke aku suruh dia turun harga? SURPRISED DENGAN HARGA DUCK LEMANG RM200 JE???!!!!!" 
"2020-05-13 14:28:21+00:00","Duck new scarf sold out within minutes..How's boycott Vivy doin?" 
"2020-05-13 13:40:51+00:00","Okay square dUCk terbaru aku akui cantik2 belaka, let's see reaction from para pemboikot Vivy, goyang ka x goyang hahahaaha " 
"2020-05-13 12:05:50+00:00","Ok im waiting if Vivy or The duck trending again for the buluh theme" 
"2020-05-13 10:41:53+00:00","HAHAHA ni lah sebab kenapa aku tak jadi duckies sejati dari dulu. sebab diorang rasa kalau dah mampu beli duck tu rasa famous high class ke obsess sebenarnya nak life vivy tu? aduh kemain bangga kau shopping guna installment HAHAHA " 
"2020-05-13 08:25:05+00:00","Hahaha vivy kan jual duck dia tu boleh guna instalment now" 
"2020-05-12 22:12:08+00:00","dUck is funded by the salt of every makcik2 vivy wannabes" 
"2020-05-12 15:28:11+00:00","Ramai lg ke hentam VivyDuck? Ala cuba vivy bagi sepam dua tudung Duck dkt mereka, senyap la tu. Yela sblm ni nak beli hrp ihsan boypreng je. Diri sendri kirija takda. Zaaang!" 
"2020-05-12 14:38:28+00:00","Sape yang cakap duck will launch new design same dgan another design yang dah buat , berdosa jee kalau tak sama tau. Korang kena mintak maaf kat vivy sbb fitnah dia hahahahahaha" 
"2020-05-11 22:25:28+00:00","Boikot Vivy yusof! Boikot duck!" 
"2020-05-11 18:14:31+00:00","buat apa saya membazir beli duck kalau produk yg saya beli tu tiru orang,,baik saya beli dkt org yg lebih berbakat drpd vivy " 
"2020-05-11 18:00:32+00:00","my rawr only for ducks only... duck itik lah bkn duck vivy.. jgn kerana sekor duck rosak berekor2 duck lain " 
"2020-05-10 21:52:48+00:00","me: mak tahu kan yang tudung dUCK vivy tu kena boikot macam jakel ni mak: tahuuuu Vivy yang dulu tak pakai tudung kan Memandai je dia kata tak pakai tudung. Aku bercerita kemain lagi. Boleh dia kata tak pakai tudung. Ish tu Vivy mane erk? " 
"2020-05-10 12:50:33+00:00","Bapak sedara Vivy si Duck kan nihhh?" 
"2020-05-10 12:37:41+00:00","Owhh pakcik vivy Duck ghupernya " 
"2020-05-10 10:43:29+00:00","Pastu aku buat tudung exclusive. Kalau vivy ada dUCk, aku nak buat fUCk " 
"2020-07-25 08:16:00+00:00","Kami gembira kerana Calmer® menolong beberapa orang menghidap tinnitus mereka. https://www.flareaudio.com/pages/calmer-life" 
"2020-05-10 09:12:32+00:00","Tak worth it pun beli duck!! Jangan sapot vivy!!" 
"2020-05-10 02:43:21+00:00","dUck la, kesian kt vivy tauu " 
"2020-05-09 16:32:56+00:00","Duck ok ke, mmbe tak boikot vivy lagi" 
"2020-05-09 16:25:40+00:00","Agaknya ada dak fans vivy yg guna bmw credit untuk monthly installment baju raya duck tu ahahahagga " 
"2020-05-09 11:19:13+00:00","Siapa beli dia bodoh. Installment untuk benda bukan keperluan la paling bodoh abadi sekali. Dah la bayar bulan bulan, ada interest pulak. Tak ke bodoh? mati ke tak pakai duck? Vivy pun satu, dah sedor product dia mahal nak mampos buat la diskaun kalau tanak rugi. Bangang " 
"2020-05-09 08:55:27+00:00","Vivy ni founder duck hae??" 
"2020-05-09 08:49:12+00:00","Vivy Yusof stans defending her on Twitter like • Sit the dUCk down • Shut the dUCk up" 
"2020-05-09 06:19:17+00:00","Td friends kt fb post dia beli tudung vivy yg tulis dUCK banyak2 tu, ya Allah asal kau beli tudung yg mcm pembalut hadiah " 
"2020-05-09 06:08:08+00:00","Nak tanya . Gaji saya rm1100 Kenapa lulus rm500 ? Bukan ke rm800? Saya bukan Vivy Duck . Huraikan persoalan @LHDNM" 
"2020-05-08 20:49:23+00:00","gonna buy the artsy duck bcs tu je yg sesuai dengan baju tuuu hm sapa je boleh tahan nafsu dgn material dUck. im not a duckies but still we know the quality even buruk macam mana vivy but she knows strength company dia dkt mana" 
"2020-05-08 15:16:16+00:00","Hhahaaha sumpah bodo. Malas beli duck dah. Vivy is cancelled. Hahahaha tengok sampai bila" 
"2020-05-08 15:15:09+00:00","Jgn sampai vivy yusof nampak, nanti jadi collection duck lak" 
"2020-05-08 13:26:58+00:00","pkp bersepah siot drama twitter 1. vivy and dUck 2. kerana mulut badan biNASA 3. gi hospital swasta mintak crowdfund 4. akak gi bazaar amik laki org 5. jadi gay, bapak marah, so lari rumah" 
"2020-05-08 12:52:36+00:00","Always thought that Vivy and dUCk is TOO BLOODY MUCH." 
"2020-05-08 04:06:26+00:00","Eventhough vivy yusof’s issue on copying other artists has been around, stop commenting on other people’s artwork “baik2 nanti duck tiru” its the worst thing that could happen to artists, &amp; its not funny. Regardless if the artists are “copying” from pinterests too. Stop it." 
"2020-05-08 03:49:37+00:00","honey sweetheart when will you accept that wearing dUCk wont make you look like Vivy" 
"2020-05-07 20:48:51+00:00","Kita panggil artis sebab dia seorang yang famous dalam menghasilkan seni. Vivy termasuk sebab dia famous menghasilkan seni duck." 
"2020-05-07 17:24:42+00:00","Hahahah dari dulu lagi tgk brand dUck ni suspicious. Even vivy herself. " 
"2020-05-07 16:45:23+00:00","I thought I sensed something weird about Vivy when Duck first came out. I thought I just didn’t care bcse I’m not a Muslim so I don’t wear tudung but some of my friends idolise her &amp; turns out what I sensed is right. I don’t care for her brand and I don’t like her as a person " 
"2020-05-07 16:29:57+00:00","Kaaan. My sister pn slalu dpt free shawl duck tu sbb dlu dia keje dgn akk si vivy. Tp dia pn x pakai &amp; kitorg sisters mmg lg selesa yg rm10 pnye shawl " 
"2020-07-25 08:16:00+00:00","Kami gembira kerana Calmer® menolong beberapa orang menghidap tinnitus mereka. https://www.flareaudio.com/pages/calmer-life" 
"2020-05-07 14:06:22+00:00","Video vlog vivy ni slalu pop up dlm recommendation youtube sy..ada tu speaking in Malay challenge, review fake duck smua..x tertarik pun mo tgk, x pernah click pun, ntah cam mna bole balik2 keluar..x kenal pun dia ni sbnrnya..kenal dia lepas kes B40 T20 awal2 PKP dlu.. " 
"2020-05-07 13:59:07+00:00","Yo hide this from vivy yusoof befo she comes out with a completely ‘original’ new theme for duck. " 
"2020-05-07 12:58:00+00:00","Tipu lah 2 bulan.. lim kit siang duduk malaysia sampai dh ada cucu cicit tak reti jugak bahasa melayu.. Vivy duck tu lagi laa lahir kt malaysia pun tk reti cakap melayu " 
"2020-05-07 12:40:22+00:00","Tersedak vivy yusof kang sebut duck duck ni" 
"2020-05-07 12:17:46+00:00","Even i minat vivy yusof tapi i pernah beli produk dia satu je tupun lipstick taktahula i never interested with her duck tudung. Love ariani more!!!!" 
"2020-05-07 11:52:14+00:00","apart from the vivy issues, duck punya design sekarang tak cantik :( i thought the bday duck cantik tapi irl its very tacky. siapa designer duck sekarang kenapa tak cantik kenapa kenapa kenapa" 
"2020-05-07 11:00:11+00:00","Here’s the comparison of her kuih. I’m not a fan of vivy anymore but haha idk I still tak nampak which part duck tiru her products https://twitter.com/syazayunos/status/1112561376981975042?s=21" 
"2020-05-07 10:47:01+00:00","Jgnlah marah2 cakap "tgok haritu kata nak boikot Vivy tp sold out lol" kitorang yang boikot vivy ni mmg boikot je tapi takkan taktahu duck ada fanatik dia sendiri diorang lah yang borong semua sampai sold out you will be surprise kalau tahu betapa ramainya wanita2 yg gila dUck." 
"2020-05-07 10:40:15+00:00","No. 1 fan duck vivy la... Omgg!! " 
