TweetText,TweetSentiment
Petrol 100 Diesel 90 Food Oil 200 LPG 900 Amugu Dumugu Amal Dumal #ModiVsYogi https://t.co/jHaB5pvO9a,neutral
Ya Allah seriouslah sampai mcm ni. johor are u ok? My pray always with you. Semoga kita semua dijauhi drpd Covid https://t.co/L8d9XB1BqX,neutral
@Izzzzzzz___ Patutlah jodoh lambat. Ah lantak lah.,negative
bukan cultural appropriation. dah Tuhan kasi aku konek negro,negative
@msianinsight Punya byk isu korang boleh gado isu Logo? Yg sorang bersemangat kemain...mcm abis isu dah logo gak y https://t.co/ils7NdIQpj,positive
Suruh tangkap gambaq bagi dia tengok dulu tu tak boleh blah laaa adeiiii,negative
"Just posted a photo @ Bandar Tanah Merah, Kelantan https://t.co/ex1wVT89al",neutral
"@STRAWB3RRYMOO nanti kalau dh boleh rentas negeri, support sektor pelancongan negara sendiri. this statement, kalau nk feel the real one, pergi lah Penang Museum War. the vibe is just so different especislly the bilik2 beret",positive
Nikmat tidurrrrrrr sampai 9.30 ni. Semalam berjaga sgt,positive
Career aku sgt sesuai dgn aku ahahahhahahahahah bak kata mimi aku suka bercakap,positive
@sutramaya Dahlah interface hauk. Content limited. MANA CRUELLA AKU???? bengang je,negative
"Nak tune guitar,bukak apps speedtest kepala otak dia lah",neutral
"Susah jugak eh, nak minta org volunteer tapi satgi tetiba suruh orang balik kolej pula",negative
@H4T14K4LN4L42 @FerdinandHaean3 Itulah,neutral
Alhamdulillah rezeki Ya Allah. Amin https://t.co/XAzzX31MoE,positive
Rehat tidak bangun2 is better i think.,negative
hahahahahahahah Tersembur aku!,positive
Macam ini lah lumrah hidup nak survive kena kerja. Fuhh weekend berapa hari je siak cutinya.,negative
Penat la kepala otak ni,negative
@nazif3767 Fak tiru,negative
Solidariti untuk semua penghasut!,negative
*CHOCODAPS CHOCOLATE BAR /50GRAM* chocolate bar ni kosong tiada badam dalamnya. Rasanya mcm milk choc. Tapi tak ter https://t.co/1AGvqkHO1v,neutral
@TunCarlos666 Aku orang johor la mat,neutral
"kenapa tiada kamus bahasa melayu kuno ye? bagaimana sebuah bahasa kuno yang berfungsi sebagai lingua franca di Asia Tenggara tiada yang mengusahakan sebuah kamus terpercaya, tetapi kamus Bahasa Bali Kuno dan Bahasa Jawa Kuno dapat diusahakan? Atau saya sahaja tidak ketemu?",neutral
Masa kes kematian dorang berpuluh ribu sehari. Kes active kita baru seratus dua. Sekarang dorang dah tak payah ja https://t.co/XyncTXVez4,negative
@Haiti274 @BudakBumBesar @mrfzr13 Jom bby,neutral
"COD : area muar, tangkak, pagoh POSTAGE : RM7 SM",neutral
@zaidibrahim Ku Li isnt relevan.,negative
Dr haiwan ni tunjuk cara nak sertu atau samak selepas terkena najis berat cth. terpegang anjing. Sumpah senang je nak sertu. Kenapa benda ni tak diajar sejelas ni disekolah? I selalu ingat sertu tu complicated. https://t.co/SzDAlU5brg,neutral
Ya Allah semua ayah dia sihat seperti selalu,positive
"Ya!! Ini Waibi saya !! Veerapan (ADUN DAP REPAH TAMPIN) Waibi saya memang bingai tak sembunyi, Dulu parking kereta Exco dekat (P) OKU Harini masuk rumah orang pakai kasut Inilahlah dia Waibi saya yang biadap !!! https://t.co/Nu5VzFRPJz",negative
Tunggang lagi bang. Minyak murah katanya. Golongan kayangan nie apa ja tak murah. Semua murah. Cukai ja mahai. Ha https://t.co/yeHfnnlJim,negative
@chuyob Hari2 mandi kolam takley jadi,neutral
Pamer perut kembung dulu ahhh @jnderaI https://t.co/ULVYWJBJQA,neutral
@emirsaddiq sedap ke,neutral
Kata Vellfire KEP 5000 ni untuk tetamu SADA. Kenderaan milik SADA. Ni awat plate tulis Menteri Besar Kedah? Masalah ayaq kat Kedah pun masih banyak tak selesai. MB bermewah dengan kenderaan baru! https://t.co/XFUAfG9Gdm,negative
Kalau ade lebih nak satu. Eh.,neutral
"@malaysiakini Good luck, DSAI Hai semua. Rumah keluargasaya musnah pada beberapa hari lepas kerana kebakarandan https://t.co/r6zFQ5dGNB",negative
@hannahyeoh @limlipeng Macam Kepong laa YB. Nasib satu jiran.,neutral
"Jom saksikan live bicara santai bersama Pengarah Kesihatan MPK, Azmi Muji pada 8 Jun 2021 (Selasa) jam 10 pagi di F https://t.co/aMYmhNtZAg",neutral
"Menerima perkhabaran sedih, rumah kawan ibu saya hangus dijilat api di Kuala Terengganu hari ini &amp; ibu beliau telah meninggal dunia dalam kejadian tersebut. Tinggal berdua dengan suami. Hanya suami yang selamat. Salam takziah. Al-Fatihah https://t.co/XpCaxiEHGl",negative
penat tapi fun,positive
@ahmadsyaminn tanak. merajuk. you suka sangat pegi johor lama lama en https://t.co/5aDvTrdh8g,neutral
@Nshakilarazali Xrety la shoppee.. Aq bru daftar shop.. Tp tak buh produk lg,neutral
Laptop pulak alahai berat macam lori . Kalau baling boleh koma bang Jamal,negative
Buku Lawas&gt; Suka Duka Pelajar Indonesia Di Jepang; Sekitar Perang Pasifik 1942-1945. Tahun 1990. 535 Halaman. https://t.co/Ffflmb3mYI,neutral
@ftnhasan Hahaha mai mai.. Umi aku terpengaruh dgn fb page masakan terengganu. Hari tu laksa hari ni laksam,neutral
Semoga adik terus kuat tau stay strong,positive
Kalau lh jd sukarelawan ni permanent.. helok dh tu,neutral
Confim flop kalau masuk EPL..x yah lah,negative
Geram je ek baca komen kt page malaysia embassy kt sgp. Kerajaan da bantu bg extension 2 tahun pun nk komplen lg... defakkk,negative
"Entah ngapa feeling aja, belum saat nya inggris juara, meskipun skuat nya sangat potensial diisi pemain pemain bint https://t.co/8lXJm9ZymA",neutral
"Feri yang membawa kenderaan orang ramai menyeberangi Sungai Rambungan, kira-kira 25km dari bandaraya Kuching yang menuju ke destinasi masing-masing di Lundu dan Sematan. Seluruh negeri Sarawak diletakkan di bawah PKP mulai 29 Mei hingga 14 Jun. #JapenSarawak #sodiakroks https://t.co/8typgjdDuv",neutral
@fwmohamad_ Dah move on dah. Malas nk fikir panjang2,negative
"Member tu aku tengok kurus aje, tembam mananya",neutral
Duh Gusti...,neutral
Non stop pulak tu,neutral
#Trivia Jalan Persekutuan #Kedah FT 118 J. Mata Ayer - Simpang Kenyum sek 2.70 laluan ini sarat sejarah dahulu dibina dengan batu marmar kanan - keadaan sebelum ini #THBMKedah #THBMHQ #InfraRakyat #ZonUtara #TogetherWeDeliver https://t.co/FNC6qXhPhn,neutral
@HanysJehari @intnshn Betul tu kak. Asal kelantan je bising mcm negeri lain terpaling suci tak pernah bt dosa.,negative
DS @NajibRazak jawab sat,neutral
"Oh parlimen tak boleh buka, tapi program macam ni boleh pulak https://t.co/2IuleYIcfc",negative
Lgbt ni memang patut kena perang.,negative
"Kalau org kau tak kenal bukan main, kalau orang yg kau dah kenal ? Pi butohhh ! kecikkan cirlce anda. Ianya berbaloi.",negative
@ahmadmuayyad_ Harus mendapat tepukan ini,neutral
"Syed Saddiq Tuntut Kerajaan Strukturkan Semula Sistem Percukaian Masa pandemik, orang yang maha kaya terus maha kaya. Mereka dapat tambahkan aset dan personal income. Realitinya bila saya ke Muar, lebih ramai orang yang hilang kerja. Yang tak hilang kerja kena potong gaji "" https://t.co/IUFCkPX59Q",negative
@cikbulanrebel Hahahaha betul. Lama gila aku tak layan hindustan,neutral
aduh teringin pavlova lagii,neutral
orang kuantan yg ada buat delivery makanan apa2 tu boleh lah letak di bawah ini ayuh sama2 kita bantu satu sama lain @KuantanTV,neutral
@syueare_da inshaAllah dear,positive
@jayroslan Siapa RR? Rizman Ruzaini? Rico Rinaldi? Ramona Rahman?,neutral
Ramai yg tahu betapa dalamnya benci MP Larut dgn DSAI. Semenjak 90an lagi.,negative
babi lah. siapa yg rt tweet dia masuk timeline aku ni. semak babi,negative
"@SyazzaTajul Arghhh sedapnya kacang botol,daun selom, petai &amp; lain lain",positive
Apa ni setan ahahahah,negative
Saya rindu anak anak fruit,positive
Fuhhhhhh rogol ey,negative
@YaWauSin_ @aminmubarak_ @zatizain Oh maafkan saya...,neutral
Jaga hati org... Hbis hati aku sapa mok jaga.... Kimakkk...,negative
"""ih ada cewek cantik. but, she is mine hihi"" [ #TMSD #JUNKYU #TreasureMakerSelcaDay #TeumeSelcaDay @treasuremembers ] https://t.co/E5vsY3LrdP",positive
"Harini sumpah aq rasa malass, nak bangun katil pun amals, makan pun malass, semua aq malas, mood aq punn swing mcm kne period dh ni",negative
"@dhiauddinsaad @mahfuzah_mansor Berlaku di ""Antah Berantah"" KUASA SANG PEMERINTAH vs KIFARAH ? Wabak terkena Sang https://t.co/ilN0rlLaUE",neutral
@zjoohyn Adanya batu. Mau?,neutral
"Allah, sedapppp kot makan situ",positive
@sy4tulaina aku asyik tido lambat bangun awal jadi tak betul dah otak,negative
Driver taman medan memang gila2 la siut,negative
"Ibu bapa memang ada hak untuk pantau aktiviti anak-anak, terutama zaman sekarang banyak anasir luar (paling teruk, sex grooming). Namun, privacy juga perlu dijaga. Remaja dalam tweet itu masih muda dan masih belajar, maka media sosial adalah medium luahannya.",neutral
@ScherazadeMS Kalau di regional Asia Tenggara ngerinya sama Mba Muk,negative
@nadhxrah menggigil bodo kalau dia typing,negative
"pemuda asia tenggara #hwsmalaysia, #hwsphilippines from @Desa96043762's story, #hwsindonesia and #hwsthailand https://t.co/gK020raeaq",neutral
@m1nnnt I mean i ade utara juga from perlis to kedah and penang hahahaha,neutral
@khldh00 ni tempat kita pergi haritu ke?,neutral
"happy birthday uri fullsun! moodboosternya sijeuni tetap jadi haechan yg ceria thanks for being my reason to be happy. Selalu bahagia yya dan jgn lupa selalu jaga kesehatan, you're best boy! #AllRounderHAECHANDay #HappyHAECHANDay #___ https://t.co/f9QuYjK82O",positive
Skechers buat sales (campak phone),negative
"Selalu. Skip, mute, block. Ga perlu diladenin. Kalo kesel ya bikin twit di timeline sendiri tanpa engage ke si pemb https://t.co/N3320woFvO",negative
Memang tachiyomi tak update banyak ke semalam dgn harini,negative
Nasib lah bilik dgn ruang tamu ada aircond.. Baba kuarantin dlm bilik.. Ruang tamu masih boleh bukak aircond.. Panasss bak hanggg..,neutral
saya suggest @dyradyre @aminfaiz10 dua2 ni mempunyai suara yg terlalu komersial maybe adik2 sekolah boleh faham 10 https://t.co/pJRzLd4Tni,neutral
memang nak peram parcel aku dekat pendang tu ke? dari semalam tak gerak2,negative
"5) Menilai Kualiti Kandungan. Selepas dah faham apa yang penulis cuba sampaikan, kita boleh nilai sama ada ia bena https://t.co/LnkjtBc3Nm",neutral
@kayinnnk kirim ke aku aja karin,neutral
Dah ni kenapa pulak nak potong bekalan air??? https://t.co/nk1QwPcYD7,negative
Buku Lawas&gt; Perlawanan Terhadap Penjajahan Dan Perjuangan Menegakkan Kemerdekaan Indonesia di Bumi Bengkulu. Oleh https://t.co/xlrBpZPtS9,neutral
Kadang kadang tak rasa hina and keji ke jadi manusia?,negative
"Wah, akhirnya ada tang tepat juga. Halo, saya Bhaswara. Salam kenal! @gelaplautan",positive
@hananifauzi uishhh kedah mai nii,neutral
Xde org nk belanja ke,neutral
@apanakdikato @PASPusat @RazmanZakaria60 Dap ni dr kemboja ke india?,negative
Jammed bapak wa .. pepagi hari wa pasang hindustan,neutral
@HilalAsyraf Makin hebat MashaAllah,positive
"@puntenyu Raya and the last dragon, 7,5/10 (latar tema like Asia tenggara) Mulan, 8/10 Frozen 2, 100/10 aliass pecahh abis",neutral
Dengan Kerjasama : MAJLIS PERWAKILAN PELAJAR (UniKL MSI) KELAB IBNU SINA (UniKL RCMP) KELAB UNIMAP ENGINEERIN https://t.co/PTg2Ie2qGc,neutral
@rasasayanggee 500 perak,neutral
WOIWOIWOIWOIWOI ASTAGA YOON JEONGHAN????#^&amp;#**#?? https://t.co/VYlO5dnDLZ,neutral
Kelantan bila lagi?,neutral
@miriirevival MIRI,neutral
sumpah tolol ih @suckindrugs @dkvth https://t.co/BhlpGu24DH,negative
229. THE BOYZ - Hyunjae https://t.co/dzFkFXLLO5,neutral
@rasyeu Ahahaha gatau dah pokoknya salah jempol knp gatal,neutral
Innalillahiwainna ilai hirojiun. Salam takziah,negative
Next round i nak try pi swab test sekali lah.,neutral
kamu suka ini https://t.co/9bVVfQt7hn,positive
"Rupanya maze park terbesar di Malaysia terletak di Perak! Lepas total lockdown ni, bila dah boleh rentas negeri bolehlah singgah tempat ni! Siapa pernah cuba masuk pagar sesat? Jumpa jalan keluar tak tu? Credit : @thevocket #KoolFM #mazepark #mazeparkmalaysia #tempatmenarik https://t.co/jRKtYoPSy4",neutral
Makin meresahkan la prof muhaya ni,negative
Alhamdulillah ada pemimpin yang berbincang &amp; mendengar nasihat pakar. Berbanding dengan sesetengah individu yang bertegar menegakkan benang yang basah.,positive
@mmhfdz Seremban bos,neutral
@zrnthecat Sumpah kagum sebab rumah dia kat ceruk gunung mana ntah tapi masih dapat coverage internet,positive
@itskemboja Aminnn. Terima kasih,positive
Avoid 3214 Persiaran Kuala Selangor Shah Alam #kltu. You'll be stuck 15m longer than usual https://t.co/y5X9K4ORoX https://t.co/2KIfD7BSh6,negative
Takut betul eh nak buat apa apa sekarang ni. Kau confirm akan kena kecam. Theres always people yang akan get your c https://t.co/7skv5Sg2I7,negative
"Stress pergi tadi, nak beli stationery. Sekali pergi kena tutup Kedai yang sama kot Siapalah yang bu https://t.co/bd4shEF3KS",negative
Esok start werkout balik,neutral
@SyedSaddiq Dasar populist si Saddiq ni. Terang2 TMJ dah tolong semua rakyat Johor dan di Johor tak ada orang susa https://t.co/wffT60as64,negative
"Jika kita hanya mencari apresiasi manusia, maka kita akan kehilangan apresiasi dari Allah. Luruskan niatnya",positive
Tanjung Kupang Memorial Park (MH653) https://t.co/FlJogNd16E,neutral
@hijlaaznan Hahahaha. But at least saya tau rupanya ada jamu untuk laki. Ingat ada untuk pompuan je,neutral
Baru lepas beli baju tidur ciut ciut utk kat rumah. Nak jalan mane beli baju cantik2 beli je baju tidur cantik2 huh https://t.co/hS8PHD9KyS,positive
"@didysemata Azza stay mana? Kalau ampang, selangor boleh ke? Area lrt ampang je rumah kita",neutral
Cissa. Terlepas lagi nak tengok moto gp .,negative
Mental mandul,negative
Cemtu je weh Amir reject akuuu,negative
"Sebab Manusia tak usik alam yang lainnya , dan alam yang lainnya tak usik alam manusia . Siapa mahu yang Masjid ya https://t.co/hAssVVEH3d",neutral
@__pijamufid Bila la jah i nak sampai shah alam pun i tak tau. Siapa je kawan2 u lajak KL patah balik shah alam soh https://t.co/W0wwDLv7t9,neutral
@IZaffan Nak pergi dengan geng memc semuanya was was. Hurmm. Abam iskandar je penyelamat saya makan di subang ria.,negative
"Puak puak ni kerja dia salahkan semua orang. SELangkah, Selangor, Google, rakyat konon bodoh tak tahu masukkan alamat sendiri. Semua la salah kecuali hangpa semua.",negative
"Logical Fallacy =Percanggahan Mantik/Malamantik /Tunamantik Saur =Logik [Padanan daripada BM Kelantan,seumpama ungkapan ""Tak saur = Tak masuk angan/akal"". Mantik=Logik Mala =Layu/Rosak Tuna=Rosak #petuaterjemah",neutral
Proses vaksinasi akan menjadi lebih cepat di Kelantan. Sukarelawan juga sedang bertungkus lumus di semua kawasan. C https://t.co/0Ogo5Ie9ZF,positive
"Baru aja beberapa pekan lalu nemu klip jenaka dari Kiryu Coco dan Houshou Marine, qadarullah Coco bakal graduate #",neutral
@adhamsapie Uish @Yuzrifa ko tgk si adam nganjing aku kuat. Tolong la back up aku sis.,negative
@Cewejawaaja Yeah hbis dikecewain ya,negative
"Betul tu. Kalau susah nak tengok dari segi A&amp;D industry, tengok art performance, Music &amp; Film dorang. Penyampaian d https://t.co/E6z4rX0AOL",neutral
Aku takkan maafkan ye mana mana org yang ada kena mengena dgn PRN sabah tu. Sampai mati aku takkan maafkan.,negative
"@vkooeyes g perna, gw lebih prefer lumut",neutral
@padawan725 Pls video gelek sekali,neutral
Kau lagi sedih critic hidup orang. Dah la muka buruk bau kepam.,negative
Aku dahlah tak habis study lagi ni,neutral
"Ini adalah bebenang tentang Tragedi Kebakaran Rumah Keluarga di Mersing, Johor pada 8PM,31 Mei 2021:",neutral
@vosmeyu @ledollaid kale ini batu apa coklat batu kek d arab?,neutral
"#COVID19 | @KKMPutrajaya memaklumkan sebanyak 6,239 kes baru Covid-19 di seluruh negara. Daripada jumlah itu, sebanyak 2,291 kes harian baru direkodkan di Selangor. https://t.co/JwqzrzHKxq",neutral
Alhamdulillah kenyang sudah,positive
@pjkcalico Si miri,neutral
"Lelaki is not superior, to me, lelaki needs a girl which they can complete each other, for example, lelaki ibarat b https://t.co/NsPsB4gjVD",neutral
Syarat kelayakan jadi MB Kedah: Tak minat janda (hanya minat hutan dara) Tak minat gadis rewang Boleh memesongkan haluan sungai Kenal jenis pokok balak Pandai cosplay Syarat kelebihan: Kena punyai kenderaan yg boleh digunakan survey kawasan balak,negative
@HilmiHamir Hahahahahaha orang ajak jogging taknak anjing ajak jogging nak ikut,neutral
"satu parcel dah smpai, excited dia lain macam",positive
Waffle dah dapat... Dah g cari buah pulakkk.. Rini bru terasa nk kuaa sbbnyee sambal kicap tauhu bergedil dah habi https://t.co/yFN6p3MjpA,neutral
"Bantuan Mahasiswa Selangor RM1.5 juta Peruntukan menyediakan barangan makanan dan keperluan asas kepada mahasiswa yang masih berada di IPTA dan IPT di bawah Kerajaan Negeri, memanfaatkan 7,500 mahasiswa di seluruh Selangor.",positive
tapi saya yakin bahawa pizza boleh dimasak dgn rice cooker.. almost everything can be cooked with a rice cooker.. c https://t.co/ZU16LJXQuX,neutral
@ShahKrusher abg aku pernah masuk hosp shah alam. sedap2 doh makanan dia. mee bandung nasi minyak ayam ala2 chic chop,positive
Harap2 anti-vacc tengok video ni. Cannot imaging if this is one of our family. Covid is NOT a JOKE! Please stay safe &amp; follow SOP. We can fight this together. Semoga Allah sembuhkan mereka yg dijangkiti &amp; hilangkan virus ini dari muka bumi. https://t.co/IA5hfjsACL,negative
"Daa buat awal,hantar last last minit gak",neutral
@mrjohn70074871 Kuat sgt mengangkang eh..hahaha. balik nanti jahit,neutral
Dah sebulan tak jumpa nenek sebab satu family kene covid,negative
Baru sahaja menyiarkan foto @ Adie Runner Sungai Petani - Premium Trusted Runner https://t.co/hD8wCcmepr,neutral
kenapalah dgn i ni :(,negative
Wee Ka Siong masih cuba mengelak tggjwb atas tindakan beliau menghentikan perkhidmatan Feri Pulau Pinang yg ikonik pd 1 Januari 2021 padahal tindakannya itu telah mendapat tentangan hebat drp rakyat khususnya di Pulau Pinang. Kenyataan lanjut: https://t.co/oCwGkX8SRi https://t.co/usMr2JtJr5,neutral
2012/2013 USIM KUIS(MELEPAK) https://t.co/ffBUuyfqQV,neutral
Asal blh tanam kite tanam https://t.co/GxWdtbtJbr,neutral
kote bharu,negative
"Aku ada follow sorang cikgu tadika ni.Katanya anak2 kecik ni janganlah dipaksa duduk berteleku kat meja buat worksheet.Kesian.Bawak la dorang kenal nature,panjat pokok,kutip batu,kutip bunga.Aktiviti2 fitrah ni sebenarnya banyak membantu bila dorang nak masuk sekolah nanti.",neutral
Kegemaran Ku org.kampong,positive
@bwdots Cantikny,positive
"Sumbangan Prihatin Zakat (SPZ, MUIP) ini adalah merupakan sumbangan khas bagi membantu golongan yg terjejas pendapatan akibat Perintah Kawalan Pergerakan - PKP 3.0 ""Total Lockdown"" yang dilaksanakan oleh kerajaan diseluruh negara. #zakat #StaySafe #COVID #pahang https://t.co/4k0pUmI03n",positive
@AmirahShaffee @MyraSyidah Takut para ibu je lebih.,negative
"Bila boleh buka AZ untuk Labuan? Kadar jangkitan paling tinggi di Malaysia, 3 kes varian India, pusat kuarantin tidak cukup tempat.",negative
Cruella 9.5/10 - best gila babsssss. Tak sangka emma stone berjaya bawak watak camtuuu. lafff! Conjuring 3 6/10 - https://t.co/nRzSTgOuGu,positive
"Hari ni YB Razi (ADUN Sg Lui) bersama Sdr Kamal (Ketua Pemuda Umno Jelebu) dan Skt Umno Bhg Jelebu turun sampaikan smbgn yg sama kpd 10 keluarga terjejas di Felda Lui Selatan 2. Biar saya x dapat hadir x apa, yg penting setiap sumbangan itu wajib sampai ke tangan penerima. https://t.co/qNqFi277hz",positive
Baru mengelabah ke @Khairykj .... hahaha,negative
Tak bagi orang rehat lansung asyik nak maki je korang ni. Yang bodo bodo dibuat nya..,negative
"@fedtriyahya N9, kedah, kelantan",neutral
"Selepas pesawat, kini kapal China pula masuk perairan negara. Kapal tersebut dikesan kira-kira 84 batu nautika (155km) dari perairan pantai Miri pada 4 Jun 2021. @MYCoastGuard @tldm_rasmi @tudm_rasmi #China #AirTimes #PatinggiAli #Malaysia #Sarawak https://t.co/fjk69eQRZb",neutral
Dewan Muda Johor [DMJ] dengan kerjasama @institutdatoonn [IDO] akan menganjurkan Majlis Bacaan Yasin &amp; Doa Selamat Perdana Anak Muda Johor seperti ketetapan berikut: Tarikh: 10 Jun 2021 (Khamis) Masa: 8.45 Malam Platform: Zoom Meeting @Hasni_Johor @onnhafiz [Thread] https://t.co/Ye0j9qooLx,positive
"biar aku hanya batu kerikil yang mengganggu, tapi lihatlah batu kerikil ini akan menghancurkan berlian seperti dirimu",negative
Seronok,positive
Teringat pulak tagline 'Hijau ke Putrajaya'. Tapi ni tagline PIS.,neutral
Mari.. Sukseskan gerakan serempak Pekan Vaksin Lansia SE Provinsi Jambi https://t.co/gpFqVtD9yZ,positive
Pc ni tengok hari2 tak luak deh,negative
@izzazmohamed1 Hahaha jangan risau. Cakap belikan untuk member. Insyaallah lepas,neutral
"@ShennaAriendr Ayo gan kita tidur, sudah larut nih hahha",neutral
Tara.... Episod 10 dah ... Drama #harikitajatuhcinta 10 malam ini di @awesometv.my @azleekhairiofficial https://t.co/23CvPPZkN1,neutral
Menjadi bagian dalam upaya peningkatan ekspor pertanian tidak saja mendatangkan keuntungan namun juga membawa nama https://t.co/2KdySZhkGm,positive
@vsrtae @srndptygurl @indomyfess Kamu area batu ya? Atau kab? Kalo emang jauh gppmy di coba skrng my,neutral
@fedtriyahya Perak dgn nogori sbb suka dengo family mak ayah cakap,positive
@ezmirshafiq @carputapp Ok otw nak riki! Thanks influenza!,positive
hehe...literally me..some words aku like sbb aku suka ayat2 dorg..like tpesona dgn cara tulisan dorg...,positive
Masih ada yg bebas berkeliaran. #BebaskanDW https://t.co/G2XZh0jZRJ,negative
@shahfahzan makin buruk adaaa,negative
@luvisafe Miri @pjkcalico,neutral
Pasir Gudang,neutral
Rasa mau pijak2 muka orang sekarang ni. Tapi hanya mampu berimaginasi.,negative
@azzamoro jgn lupa u janji nak bawak i balik kampung.....tapiiii alahaiii covid covid...,negative
@louieksss miri o,neutral
"Bikin sendiri, dibocorin sendiri... Hanya dajjal satu-satunya manusia yang hidup sejak jaman sebelum banjir Nabi Nuh, makanya dia tahu. Piramida raksasa Gunung Padang yang di Jawa Barat, juga yang di bawah laut, dibangun sama sebelum era Banjir Besar. https://t.co/6C5jDbIOOX",negative
Sila layari https://t.co/CH2o9BtxPs bagi mendapatkan maklumat lanjut berkenaan pekerjaan ini dan semua pekerjaan la https://t.co/pFX1qkLNU5,neutral
@Jinggaviolet3 dasar JACKAL... Islam hanya di kerongkongan saja.. mulutnya (via jempol) semburkan kebohongan dusta tiada henti..,negative
@oktarindusenja Aku adalah orang yg lebih milih tidur daripada jalan2 diakhir pekan,neutral
@DrAdhamBaba bila mau letak jawatan?,negative
Workout dulu sebelum brunch. Kalau rajin petang baru run. (Kalau rajin..Kalau tak buat lemak je la. Tambah lapisa https://t.co/5CNYbkVfAR,neutral
@mfka27 Amiinn,positive
Akhirnya...,neutral
aku rimas gila customer mcm ni sebelum hg place booking pun aku dah gitau dah process refund makan masa pastu hari https://t.co/2nYXXXICtw,negative
@realAyie Adui lambat lagi,negative
"#HEBAHAN | Pusat Penilaian Covid-19 (CAC) di empat daerah mengalami perubahan butiran melibatkan lokasi, waktu operasi dan nombor telefon. CAC yang terlibat ialah Pusat Kesihatan Daerah (PKD) Gombak, Hulu Langat, Sepang dan Hulu Selangor. https://t.co/YNudRlvD0z",neutral
