TweetText,TweetSentiment
Boikot dUck and vivy! She don't deserve your money. Remember that!,-1
now yall understand why i've been cancelling vivy yusof and duck since azali,-1
"Can i just say,ive always never liked vivy because of her personality? From her â€œtryingâ€� to talk malay despite being a full blown malay and her marking up prices for pinS, i never really got interested in her. And her reply proved me why i didnt. Dats y i never purchased duck lol",-1
never was a fan of vivy. duck what? kah. didn't she realise that some of her customers are from B40?! so now you're telling me that dia dengki dgn customers yg selalu support her? boleh pelan2 stop supporting her kooot. she doesn't care bout yall tho. why would u care bout her,-1
okay no more duck scarfs ! vivy is totally lack of empathy and selfish as hell !,-1
Stupid la vivy make such that comments. Godai la tanak beli duck anymore. Promised to my hubby i nak setia dgn NEALOFAR hijab only. Bye duck bye hmmmmmm,-1
No more dUCk after this. Bye Vivy!,-1
my mom also bought scarfs from vivy before but she stopped buying after she saw me wearing exactly same material (not fake duck or what). i only bought it for 10 ringgit at pasar malam,-1
vivy yusof are so fcking selfish i'll tell my mom to stop buying duck scarves after this,-1
"ok lepas ni jangan support product fv/dUck. what a lowly words you got there, vivy",-1
I used to like vivy. Now i wonder if duck is still relevant with my money,-1
Wow wow wowwww. Then just stop buying from duck scarves n vivy yusof and all bisneses from deir circles. Lol..,-1
Well i never like vivy and duck whatever since i know her hahah. She just look fake to me opss sorry vivy fans lol,-1
"Unfollow Vivy Yusof, Duck &amp; FV",-1
"Vivy, I love your tudung but I hate your attitude that makes me want to hate your tudung. From today onwards I will not buy any duck scarves anymore",-1
"looking at vivy yusof's lifestyle in the internet makes me stop buying from dUCK. ever again. she have her good points but, sometimes she lacks of empathy because of her background.",-1
"aku bangga sebab tak pernah follow vivy and beli barang dia. dia je ada sponsor gift (ducks cosmetics) kat aku sebab aku diundang untuk fashion show dia, tu pun aku tak pakai hahah",-1
"Vivy is cancel, dah saa tak yah beli duck",-1
I baru kenal vivy after people talk yg dia jual duck something. Haha which is i never buy . And selalu amik tudung from my mom je. Klu beli pon kt pasar malam 3 RM15.,-1
My sis in law very hardcore with vivy punya tudung n she have so many duck collection. today she said to me rasa nak sedekah je smua tudung2 duck dia dgn org luar ataupun jual murah. i told her so many times vivy punya attitude mmg fcking bitch dri dlu smpai skrg n now apa trjadi,-1
Disebabkan drama dari vivy. Aku akan boikot dUCk dgn beli yang fake hm,-1
yg lg sorg x kenal. follow vivy sbb suka tgk anak anak die je. tak pernah beli duck and not even a big fan of duck.,-1
Entahlah aku takde taste langsung dengan tudung dUCk si Vivy ni. Even dia tak buat hal pun aku tetap tak suka. Ergh low quality tapi letak harga mcm yahudi stfu la vivy,-1
"Guys,remember even duck tengah ada sales sekarang,kita jangan beli because we will make vivy more arrogant.Let's boycott her cheap quality satin scarf.",-1
"vivy ni nanti dia buat video mohon maaf, semua ok lah tu. haih tolong lah boikot duck tu. cancelled cancelled cancelled!!!",-1
Boikot je lah artis malaysia and vivy yusof and duck and fashion valet tu semuaa... bila dah famous and kaya memang dia rasa diaaaa je betul lets unfollow everybody listed tuhh and forgive but NOT FORGET EHH,-1
Aku dah lama dah ckp kt wife yg vivy ni kapitalis. Stop la beli baranh duck. Sekarang baru dia sedar,-1
Vivy is cancelled. Kalau nak beli tudung duck baik beli kat vietnam je. 1 RM10 puas hati pakai.,-1
baru nak beli duck kat bini. sory la vivy..,-1
Done unfollow vivy pernah sekali je beli duck ..pastu dh taknak beli sebb material dia sama je dgn yg kat pasar tu n jenis cepat tertarik tu haa seb baik beli time sale hahahahahhah,-1
"Okay guys patut aku jual tudung duck aritu, sekarang mesti dah takde value. Demmit vivy",-1
Bodo la Vivy ni. Aku baru je nak beli barang barbie tu dekat duck. Takpelah buat apa nak bagi duit dekat orang kaya kan.,-1
Dalam ku kesian ngn tqah. Aku layap maca org kecam vivy. Hahahaha tedah rasa kenak keletek indah. Tedah u vyyyyyy. Perange sebenar keluar. Bukan pertama kali tapi dh berkali kali. Bye FV. Bye duck,-1
hmm vivy tu tudung duck dia tuu sehelai punn beribuu,-1
Sudah sudah la support Vivy Yusof. Support je la tudung duck vietnam,-1
Hahahahaha macam dadah benda ni so jauhila vivy dan duck!,-1
vivy trending nya.... baru ni tgk ada promo duck lipstick 50% off. hehee tp still i is rasa mahal. baik beli kat farmasi kak aku kje je. Fashion valet pun usha cmtu cmtu je. dulu n recently. mahal i x mampu. lagipun bajunya kalau baju kurung mcm pendek situ lah pendek sini.,-1
"i tak pernah beli Duck, sebab i tak suka Vivy biadap tu.",-1
Betul I beli duck scarf kat sana sebijik sama. Sapa nak belek tudung kita yg tengah pakai kan. Nasib youlah vivy...,-1
Acah je nak boikot duck. Japgi vivy buat sale menggelitis semua,-1
Kawan aku merajuk dengan Vivy sampai dia pergi bakar semua kotak Duck tudung dia. Adoiii hahahahahaha,-1
"Nasib baik tak pernah beli duck ori. Tak berminat nak spend beratus untuk benda yg aku boleh beli rm10 je kat uptown. Ada la 2 helai duck tapi beli kat vietnam je. Ihiks. Function sama je, tutup aurat. Yg membeli makin miskin, vivy jugak yg makin kaya",-1
baru plan nak lanje family duck scarves raya tahun ni tapi vivy ni yihhhh,-1
Boikot vivy boikot tudung duck!!!!!,-1
isnt this irony...duck ada handbag juga tapi owner dia sendiri pakai handbag import. tak percaya kepada kualiti brand sendiri ke ahso vivy oiii,-1
"just stop buying those overpriced duck tudung la, dah lama unfollow vivy yg suka show off",-1
"Vivy is so selfish, serius tak berperikemanusiaan yelah kaya raya kan so byeÂ² fashionvalet. You can duck yourself lahhhh",-1
yes babe penuh story semua ckp psl vivy rmai tknak support dia dh hahaha okay jom preloved our duck,-1
Hilang kagum dengan vivy yusof Berhenti beli dUck lah mcm ni,-1
Aku tak pernah supoorr vivy ni .. makeup pun mahal nak mampus sama mahal dengan sephora . Baik ah kau beli je kat sephora .. nak cakap packaging duck ni kiyut nak mMpuz ? Ah mampus sana,-1
Baru nak beli dUck sekor dua sebab ada sale. Vivy Yusof ni...,-1
I dh lama tak berminat dgn si vivy ni. Sorry vivy i dh tknak support tudung duck you. I nk free hair je.,-1
"Vivy yusof and dUCk brand ni layak kena boikot, cuma tu lah ramai T20 duk puja dia lagi",-1
Babi ah aku dh la peminat dUCk lahanat. Cibai punya vivy tak pasal pasal kena cancel kau gak,-1
VIVY YUSOF IS CANCELLED !! DUCK TU BUKANNYA CLASS SANGAT PUN OVERPRICE JE LEBIH. DIA PANDANG KORANG MCM KUMAN JE SO NO NEED NAK ANGKAT DIA LAGI,-1
Saya memang tak pernah ke FV atau beli apa2 produk Vivy atau pakai tudung dUCK. Bukti saya tak sokong mereka.,-1
Kecewa dengan Vivy. Kecewa sebab beli duck. Kecewa kecewa kecewa,-1
"I think, tak salah pun nak adore tudung vivy sebelum ni. Yang salah tu sebab dia sekarang ni mulut puaka. Hahahahahaha. I'm going to buy dUCk next week but then cancel. Esok aku nak tengok LOVE,Vivy first episode pun cancel. Hahaaha. I need new idol yg energetic &amp; humble.",-1
"Tapi en dah cancel lame dah...siap name vivy, duck, tia dah mute lame dah...sebb tia rasa mcm mengarut...now mengarut lg..",-1
"Tak pernah sokong dUCk I can buy it if i want to duh but I've never been a fan of Vivy. Her attitude is disgusting. Kualiti biasa biasa je, branding je lebih",-1
vivy kena maki ja. aku mmg dah lama boikot Duck and im glad to do so. Belagak nak mampus macam org lain tk belajaq business.. ckap jelah yg dia fail urus fund smpai tkleh cover worst case scenario lol!,-1
Teruk jugak si vivy kene hentam kat ig. Nasib sis xpernah beli kat FV atau duck...mahal harga yahudi.,-1
"Done unfollow vivy yusoff, duck group &amp; seangkatan dengannya..",-1
Hahahaah siot la umi. Mira dh unfollow tauuu vivy &amp; duck semua tuu. Nampak tak.,-1
Aku memang dari dulu dah boikot segala jenis tudung duck vivy segala ni. Aku free hair kot,-1
dah unfollowed vivy yusof. no more ducks.,-1
done unfollow duck group dgn vivy dan fadza. sebab kebetulan iols dah bosan dgn tudung diorang dan vivy slalu bagi statement kontroversi. nak cari brand lain puleks.,-1
"English lagi.kebanyakkan pelanggan kamu muslim malaysia lah,bangsa melayu.tepu otak aku nak hadam semua tu.nilah sebab aku tak lagi sokong duck si vivy.perangaipu makin hari makin.....hmmmm",-1
unstan duck and vivy yusof . make up dia bukan high quality pun tp harga mahal nk mampos,-1
I like vivy tapi betul la sekali sekali mesti buat hal Disclaimer: tak pernah support fv/duck sebab tak mampu wekekekkeke,-1
Vivy tu cancelled terukkkkk aku sanggup pakai tudung takde brand murah daripada pakai ducks yg owner diaaa membongkak dengki dgn org bawahan. Fckkkk duckkkkk!,-1
Eei bongok betul la vivy ni gi la ws dgn member dia tu instead of tulis dkt ruangan comment haihhh kan skrg ariff tak nak belanja apa apa duck dh lepas ni eishhhhh,-1
Vivy is cancelled. Baru terdetik nak beli duck. Tapiiiii tak jadi lah. Kbai,-1
Ok kecoh pasai vivy skrg kn. So lepas nih klu ada org nk boikot duck try la beli tudung dri waarna. Meterial n kekemasan setanding duck.,-1
"Kannnn , pika dh mcm mnympah plak ngn vivy ni. Malehhhh no moreee dUCk scarves rayaaa ni, no moreeeeee",-1
"Dgn ayat vivy td dah buat aku nak tinggalkan Duck. So babai lah lepas ni. Before this letak harga gila pun org nak beli. Lepas ni bai bai la Duck. oh ya i ada 2 tudung Duck yg dah try tapi x pakai g mna2 lagi sebab kain keras/licin, ingat elok sangat lah kain tu",-1
"Tiba tiba Vivy jadi trending. Saya beli juga seketul dua duck. Tu pun sale. Nak rasa juga itik emas tu. I prefer BE still. Senang nak pakai, elok di muka I. Mungkin muka sejenis tak berapa nak kaya. Terima kasih muka bulat.",-1
Vivy Yusof ni yang jual dUck tu kan?? Haritu aku usha lipstick dia kat Watsons berapa puluh ringgit entah nasib tak beli huhu,-1
"In my opinion pasal vivy yusof ni, memang patut pun korang yg bukan level dia stop supporting her business. Dia tak pernah tahu student ikat perut nak beli sekotak duck, ada orang kerja OT nak beli duck end up downgradekan org.",-1
Dlu ada awek org ni siap block aku sbb aku ckp apa brg beli tudung duck vivy tu. Aduh . Dlm byk byk brand. Duck jgk dia suka. Pastu tiba nk block aku bila aku ckp design simple sgt,-1
Tak pernah ada rasa pun nak support vivy ni. Dari dulu lagi la kluarkan statement tak pakai otak. Aku tak paham org yang masih support dia??!? Jangan sampai aku beli duck vietnam!,-1
"wanted to buy ducks shawl for so many times but whenever i wanna buy it, mesti vivy buat hal lol. ended up i tak beli sebab the boss herself. haih ada hikmah, maleh aque baik aku beli tudung member guzel.kl, korang gi beli dkt dia, cheaper tp quality",-1
Vivy punya pasal habis siapa pakai dUCk lepasni kena kecam. Dah aku nak jual semua dUCk siapa nak pm tepi,-1
"i beli sekali tudung duck, pendek sangat, mudah tertarik benang dah rosak part printed tu, susah nak bentuk, mel molly shoes pulak baru pakai 3 hari dah tercabut top piece, sampah je produk vivy yusof ni",-1
Aku dah lama cancelled Vivy Yusof sebab aku mana mampu beli barang duck. Haha tapi dia memang banyak issue pun - Downgrade pregnant womens yang selalu ada morning sickness. - Ciplak turban design Ilham Chenta - Issue fake telekung - now issue takde empathy towards B40.,-1
Time to unfollow vivy guys. Kalau korang masih sibuk nak beli duck dia tu aku tak tau la nak buat apa.,-1
"sy kena cakap dekat kakak sy ni stop beli duck, suka sangat vivy tu",-1
Aku memang dari dulu menyampah dgn Vivy Yusof duck ni!,-1
Baru ingat nak beli dUck for raya. Vivy is cancelled,-1
"sebagai suami yang selalu beli tudung Duck untuk isteri, harap Fahmi basuh isteri mengenai perangai Vivy ni ahahahhahaa",-1
Haritu macam nak beli lipstick dUCk tapi tak jadi lah lepas vivy comment camtu huhuhu,-1
"Kahkahkah. Intannnnn. Tengok laki mu ni. Tp serius aku pun dah stop beli mende2 duck ke, fashionvalet ke. Since reveal kes khazanah vivy dulu tu.",-1
betul ah tu jsksksks vivy tu kilang dia from vietnam je pun hhaahaha kalau reject stocks boleh dapat murah murah kat vietnam tudung duck tu hahah sebab vietnam &amp; indonesia cam fabric kuat kan huhu i pun ni telekung beli from pergi bandung dulu convert duit malaysia baru 20,-1
"Dah la korang dan benci, maki si vivy tu nanti kau beli jugak duck dia.",-1
Aku tak pernah follow pun vivy. Dia jual duck tu kan? Aah harga macam nak mampos. Kualiti sama je pun,-1
Paling benci Vivy! No wonder aku tak pernah suka dia or orang yang sokong dia! Harap yang pakai Duck masuk sorga,-1
Vivy duck ni risau sangat tak dpt bayar gaji pekerja kenapa ye?tak bayar kwsp pekerja ke?boleh kan bincang kat ws group utk gaji pekerja dgn pekerja utk minta pertimbangan. Monthly kereta dgn office kan boleh tangguh 6 bulan.,-1
alaaa.. sok marah mara kat vivy.. cuba duck buat sale.. beraturrr jugakk.. kejap je sold out.. alasan.. murah dr biasa.. ahh.. sudah la korang.. iols malas layan.. iols beli tudung pasar malam je. xpon beli kat muaz textile. murahh.,-1
"Aku jadi tertanya tanya. Dalam diaorang sibuk duk perli golongan B40 ni, ada ke golongan B40 yang jadi customers diaorang? Sebab kat timeline aku, ramai jugak students uni yang suka beli tudung duck si vivy ni. Maybe diaorang kaya kot.",-1
aku menyampah dengan vivy ni sejak dia buat muka disgust dengan product murah2 . hina sangat kot orang pakai brand murah .. mmg start dari tu tak beli duck dah,-1
can we all agree to resell those duck scarves at the low price and boycott vivy ?,-1
"I don't want to spread hatred but she also dah buat program apa ntah tu love Vivy and duck baru launch new bag,See her game. Seriously she just got cancel. Luckily tak terbeli her boba lipstick haritu.",-1
Harap Dr Ros boycott duck Boycott vivy Boycott fashionvalet,-1
crazy more than 100k people are talking about vivy. ok if u guys know where can i get the same material like duck scarf (and also neat eyelash) pls tell me. i swear i'll stop buying duck.,-1
"yup vivy is cancelled, say no tu duck and fashion valet so they will learn from that",-1
i'm not a fan of vivy and her duck and i'm glad i never spend my money on her overpriced scarves,-1
"I've never bought any dUck scarves nor dUck cosmetics before simply because the price tag don't add up to the CHEAP QUALITY they offer. I know most of you only bought them for the brand but, its good now that your eyes are finally seeing the truth of what a scam Vivy is.",-1
Vivy and duck cancelled. Uninstall FV,-1
"I'm fans of Vivy and Duck, and this really disappointed me..",-1
"Unfollow Vivy, duckgroup, duck cosmetics and uninstall fashion valet",-1
Whats with vivy tho. Tak pernah follow and tak pernah beli barang dia. Duck do have a quite selection of lipstick and i love lipstick. But i dont really want to own it. Mahal nakharam guys. Colorpop murah lagi hahahah,-1
"Aku support vivy and i bought her products until recently, pasal kes semalam aku terus unfollow vivy dgn fv. Aku suka duckscarves especially mss. Ada org tahu any other brand yg material macam duck punya mss?",-1
menyesal aku beli dUCk scarves. vivy bukan appreciate customer pun,-1
"Dulu aku selalu cakap kat member aku, aku nak jadi kaya sampai aku mampu beli tudung duck. Sorry Vivy, I'm done. Baik aku beli tudung pasar malam lagi bagus.",-1
"Baru baca pasal vivy kat fb. Itupon adik ipar @farahhaniss yg tag. Told u, i'll never buy duck again. Dasyatnya vivy",-1
Report la ig vivy dengan duck hahah,-1
dari dulu lagi aku tak percaya dengan Vivy Yusuf ni. sebabtu aku tak pernah beli tudung DUCK dia. aku sanggup free hair lah woiiii!,-1
"Aku x knl pon sbnrnya vivy ni sape sumpah ckp. Aku x tau pon wujud tudung duck ni, dulu laa. Dah masuk uni ni baru aku tau. X berkenan ahh, pki tudung pon nmpk leher",-1
"sial eh sume yang beli duck scarves ni , vivy dah ada kes baru kau nak memekak kata shawl dia tak helok lah tak bentuk la",-1
Nasib I bukan perminat Duck. Pity you Vivy,-1
why la vivy why. aiyo nak kena sorok logo duck ke cane ni,-1
"Mcm mana Vivy tak faham kenapa statement yg dia tulis tu salah, mcm tu lah aku tak faham korang yang pernah beratur beli duck scarf. Tudung takdelah lawa mana dengan overpriced lagi.",-1
"Masalahnya vivy ni dari dulu lagi problem, tapi ada yg support and beli lagi. Then skrng baru nak boikot nak menyesal beli brg duck semua, seriously you guys? Masa dia condemn pasal maternity leaves tu semua tak lah semua sibuk sgt nak cancel sia. Skrng baru nak cancel?",-1
Kawan kawan aku semua yang beli duck dah let go duck duck dorg. Vivy you lost your customer trust,-1
Siapa bagitahu laki aku vivy jual duck. Hm now dia suruh boikot,-1
Tak minat vivy pon tp follow je sblm ni sbb dia famous kan. Tp dah unfollow dia dah lepas isu ni. Nasib mmg x support Duck. Ada 1 je la hadiah bday hari tu yg sorg lg tu mmg tak pernah tau sape. Haha,-1
"I dont know why, but i already hate vivy from the start. HAHHAHAHAHAHAHH!! Sebab tu orang sibuk beli duck helloo i sikit pun tak heran. I pakai bawal 5 ringgit je hokey. Shawl mahal sikit lah, 10 ringgit.",-1
And i really thot vivy ni inspired semua org tau but the fact dea ni riak sgt. Ritu saje je try lipstik duck tu...Bebiase je. Hrge dh nk same gn hrge lipstik2 dri korea.,-1
niat aku nk bli duck hancur kecai dah lepas vivy buat statement gitu.,-1
"Lepas aku tengok vivy ni kondem orang yang tak mampu, aku dah taknak dah pakai tudung jenama Duck lagi. Aku boikot !",-1
Tak pernah beli tudung duck yang mahal tak masuk akal tu. Ada satu pun sebab org belikan hadiah kahwin haritu. Klu keluar duit aku sendiri beli barang vivy err sorry la,-1
"One thing I realised selepas kes Vivy ni, yes I dulu memang sanggup beli dompet and bag dia sebab it's DUCK, so after kes Vivy semalam I learned one thing â€œBeli barang ikut keperluan bukan ikut nafsu sebab nak beli brand.â€�",-1
aku penat la gelak dengar makcik pakcik aku gaduh pasal tudung dUCK makcik aku HAHAHAHAHA BOLEH DIA SURUH JUAL SEMUA VIVY YUSOF PUNYA COLLECTION HAHAHAHAHAHAHAHA,-1
ok nak boycott duck pasni hm vivy ni banyak makan de-duck agaknya,-1
"Nampak unprofessional si vivy ni, orang kecam terus block . Tudung duck u boleh buat kain lap tingkap",-1
"I actually always ada niat nak beli shelai tudung duck as self reward la konon sbb kerja bagai nak rak tapi always jugak niat tk jadi. Why? Time tu la ade benda viral pasal vivy ni. Betul lah, kalau life tu kelas atasan belum tentu minda ni kelas atasan. So, mmg mati dah niat tu",-1
List cancelled: 1. DUCK VIVY 2. NAELOFAR LOPA 3. Sape pompuan yg kecoh kene byr gaji staff tu? Nobody tu laa.. tak kenal sheols sapa Aleeya/Aleen 4. NABIL 5. BLACK 6. SHARNAAZ 7. TOMOK Lagi?,-1
"Girlfriend say nanti diharamkan beli tudung duck, bukan apa saya takut kebodohan Vivy Yusof tu dia mengalir dalam otak girlfriend saya nanti. Tacodd",-1
Nasib baik aku bukan fans Vivy Yusof and dUck. Takde la rasa kecewa mana en?,-1
Benefit jgk org kutuk vivy ni. Ada yg suggest brand lain yg katanyaa kualiti sama je dgn duck. Mari laa kita try. Selamatkn poket masing2 hahahaha,-1
Viral pula si vivy yusuf ni.. nasib pernah beli sekali je tudung ori duck.. tu pun menyesal.. siapa nak ? aku jual preloved hahhaahhaha,-1
Setelah mengikuti info semasa pasal vivy itu. Nak tanya asal tudung duck dia tu mahal sangat? Konpem masuk surga ea pakai tudung tu?,-1
"Haah, yang dia duk comment ig dgn vivy yusof tu. duck pun jangan beli utk awek kau mi.",-1
"korang cancel cancel Vivy kat sini buat apa. Twitter ni 1% je. Pergi la buat campaign whatsapp, fb, radio, tv, insta boikot Duck.",-1
Some ppl beli duck bukan sebab vivy pon the quality bro... but ok nvm bye duck,-1
"Aiyoookk. If still ada yang support dUCk products after apa si Vivy tu cakap and buat, memang hampa buta perut hsksgskshskshsjs and this is not the first time pun dia buat perangai busuk.",-1
"Baru niat nak hadiahkan my mum punye birthday shawl duck duck vivy tu tapi lepas jadi lagu ni terpaksa halau la duck tu balik. Ape brand lain yg okay, anyone",-1
Apo panggil orang jeles? Bye lah Vivy. No more DuCK. Even copy ori gred AA sebab sis sus sas tak support.,-1
"hmm dah plan nak belikan tudung duck for my mom birthday this year, tapi lepas tengok side vivy ni terus tak jadi",-1
"umi kata takmau beli duck dah lepaih ni sebab vivy kata camtu, dia perli aku gais sebab aku tak pernah beli duck kt dia,",-1
Naim dah baca kes vivy Yusof. Pagi2 buta aku pulak kena ceramah dgn dia sbb semua koleksi DUck. Sorry vivy lepas ni I xdapat support u lagi hahahahahaha,-1
oh tak habis lagi pasal vivy hahahah aku mmg tak berkenan dia tu hahahaha lagi satu duck dia lagi tak pernah beli even ad duit lebih pun fikir 10 kali nak beli hahahhaa,-1
Rt if korang nak your loved ones hadiahkan mana la tahu ada secret admire nak bagi kan This matte satin ni of course affordable la instead of tudung duck vivy yang ribu riban tu 3rd April this shawls restock so apelagi grab them all tau do pm me at 0102630368 right now or,-1
Vivy ni kalau orang kempen beli Tudung Duck Vietnam baru dia ada akal,-1
Take down duck collection vivy talk like shit hahaha,-1
Drop Datin Vivy Yusof as UiTM Board Member &amp; Choose An Alumni - Sign the Petition! http://chng.it/mLSQQCYR via @Change the same person who said B40 + M40 DO NOT CONTRIBUTE TO MSIA's ECONOMY show her B40 + M40's REAL POWER by boycotting her dUCk products even on discount.,-1
"Vivy Yusof has always been problematic but slalu kena â€œback upâ€� or issue swept under the carpet. Only now she is being blasted bcos the entire country is going through something *TOGETHER* hence we take note of insensitive, thoughtless remarks made by such people. BOYCOTT DUCK",-1
"Omg. I just read something abt vivy issue .Posted on my friend's ig. Vivy's video has been deleted. Ok if that true.. damn. Bye vivy. Bkn setakat cancel, she just dig duck, fv &amp; her own grave..sila laaa bash dia. Mmg patut...",-1
"Me & my boyfriend discussing about country's hot issue rn Vivy is cancelled, Duck is cancelled, FV is cancelled.",-1
Drop Datin Vivy Yusof as UiTM Board Member &amp; Choose An Alumni - Sign the Petition! http://chng.it/jk8gtkPH fUCK dUCK,-1
"Okay vivy, you are cancelled. All my friends supported her overrated overpriced products and most of them are b40 and m40. Little did she knows that without these circle supporting her, her duck are actually nothing?",-1
"Unpopular Opinion: Vivy Yusof's DUCK is Overrated, Overhyped &amp; Overpriced.",-1
Another words to mute : Vivy Vivy Yusof Duck Kuek kuek Umairaharis Crowdfunding Roti Gardenia,-1
lepasni kerabat vivy jela pakai duck time raya hahaha bodoh,-1
Duck scarve jadi harga pasar malam lepas vivy kena kecam hm,-1
I salah sorg peminat Vivy..admire dia sbb dia pandai berniaga..always ada niat nk tambah collections from duck as self reward..tapi bila dh jd mcm ni hmm kecewa btol laa..I thought dia seorang yg lemah lembut baik n respect org,-1
"SANA SINI AKU BACA PASAL ISSUE SI VIVY DUCK. KALAU LEPAS NI AKU NAMPAK KORG KORG NI JGK YG BELI PRODUCT DIA MASA ON SALE, KORG AKU CANCEL! INI ADALAH MANTERA. SILA BACA SAMPAI HAFAL",-1
Macam all our betul vivy kena kali ni. Mesti duckies rasa bersalah nak keluar pakai duck lepasni,-1
Aku dr dlu x berkenan dgn vivy since die mkn atas diapers. Diapers mahal ok thu lah kaya sgt smpai x thu nk buang duit dkt mne. Tgk i elok je pakai hanami. Labuh lah utk buat selimpang2 and harga 5 kali ganda murah dr duck korang tu,-1
"Takpe kalau vivy naik kan yuran kau, kau bgtau aku, aku pakai duck gred AAA depan muka dia hahhaahhahahahaha",-1
Masih ada ya orang yang xkenal Vivy Yusof ni. Alhamdulillah.. Tak de la terkenal sangat Gigih kami nak terangkan dekat housemate ni sape dia. DUCK pun xken wehh,-1
nasibla aku xpernah follow duck ka apa ka vivy ka tak pernah terfikir nk beli. lel,-1
saya as budak bawah naungan vivy kecewa vivy as our lembaga pengarah uitm....letak jawatan jelah duck tu,-1
"Didn't personally watch the video of Vivy saying something like â€œkenapa kerajaan nak bagi beri bantuan kepada b40/m40 sdgkan diorang tak beri contribution to the economy Malaysiaâ€� but if it's true, may my Ducks meet their new owners at the recycling centre. Keceweee hakak",-1
"Berapa kali dah pernah terdetik nak beli brand Vivy, masuk kedai je memang rasa tak diundang haha baik FV baik dUCk. Semua staff muka nak kekwat je. Dah la barang buruk sebenarnya",-1
Sebelum ni ada terfikir nk belikan ibu tudung duck untk raya ni. Skrg ni takde la oiiiii. Nasib baik mmg tak penah beli sekali pun product vivy!,-1
Lepas satu satu orang expose produk dUCk. From Vivy FV to Vivy CCP real quick.,-1
"Lepas ni jangan lagi beli tudung duck tu, kau tu kan lelaki. Orang kaya cemburu org miskin dibantu. inilah nama busuk hati. lelong jer la beg gucci tu kalau tak mampu vivy oi",-1
Pasni mmg tak lah nk beli duck lagi haih dah laaa dulu suka sangat kat vivy,-1
nak borong fake duck and tag vivy yusof biar dia sakit hati,-1
Unfollowed semua acc vivy include duck and fv !!! adiosss before ni boleh je pejam mata but not this time.. bnyk beno drama kau,-1
Aik. Dah tak suka vivy ke ? HAHAAH . Duck scarves for sale . Siapa berminat boleh dm,-1
Ok lepas ni tak nak beli duck. Mende la si vivy ni. Dah la hantaran kawin dari haqim ada duck,-1
Sebenarnya pernah terdetik nak beli duck brand sebab ye la orang cakap support local. But then sikit2 vivy reveal her trueself. So since then xpernah beli pun brg duck. Overpriced n nasib baik brand dia boom masa aku belajar. Xda duit so beli bawal rm5 je.,-1
"Wow vivy, just wow. Aku B40, MASIH BAYAR TAX YE. Celaka betui statement dia. Dasar anak orang kaya tak sedar diuntung. Nasib baik la tak minat Duck dia tu. Lol.",-1
